date,hour,event_type,description,program
2017-07-31,11:00,,"Entretien avec Mme Michaëlle JEAN, secrétaire générale de la Francophonie",[]
2017-07-31,13:00,,Déjeuner avec le Premier ministre,[]
2017-07-31,15:00,,"Réunion ministérielle avec le Premier ministre, en présence de Mme Agnès BUZYN, ministre des Solidarités et de la Santé, M. Bruno LE MAIRE, ministre de l’Economie et des Finances et M. Gérald DARMANIN, ministre de l’Action et des Comptes publics.",[]
2017-07-31,16:45,,"Entretien avec M. Stefan LÖFVEN, Premier ministre du Royaume de Suède","[""Déclaration conjointe d'Emmanuel Macron et Stefan Löfven, premier ministre de suède""]"
2017-07-31,18:30,,"Entretien avec M. Michel CADOT, préfet de la région Ile-de-France, préfet de Paris, sur le thème du Grand Paris",[]
2017-08-01,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, Ministre de l’Europe et des Affaires étrangères",[]
2017-08-01,12:00,,"Réunion de travail avec le Premier ministre, en présence de Mme Muriel PENICAUD, ministre du travail",[]
2017-08-01,17:30,,"Entretien avec M. Arnaud DANJEAN, Président du comité de rédaction de la revue stratégique du ministère des armées",[]
2017-08-01,18:15,,"Entretien avec Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice",[]
2017-08-02,08:30,,Entretien avec le Premier ministre,[]
2017-08-02,09:00,,Conseil restreint de défense,[]
2017-08-02,10:00,,Conseil des ministres,"['Ordre du jour du Conseil des ministres du mercredi 2 août 2017', 'Compte-rendu du Conseil des ministres du 2 août 2017']"
2017-08-03,14:30,,"Entretien avec Mme Irina BOKOVA, Directrice générale de l’UNESCO",[]
2017-08-03,15:30,,"Réunion ministérielle avec le Premier ministre, en présence de M. Gérard COLLOMB, ministre de l’Intérieur et de Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice",[]
2017-08-03,17:00,,"Entretien avec Mme Agnès BUZYN, ministre des Solidarités et de la Santé",[]
2017-08-03,19:00,,Entretien avec M. Jean PISANI-FERRY,[]
2017-08-04,12:00,,"Entretien avec le Pr. Jean-François DELFRAISSY, Président du comité consultatif national d’éthique",[]
2017-08-04,15:00,,"Entretien avec M. François CLAVAIROLY, Président de la Fédération protestante de France",[]
2017-08-07,10:00,,"Entretien avec M. Jérémy DECERLE, Président des Jeunes Agriculteurs",[]
2017-08-07,10:30,,"Entretien avec M. Jean MOUZAT, Président du Mouvement des Exploitants Agricoles Familiaux",[]
2017-08-07,11:00,,"Entretien avec M. Laurent PINATEL, Porte-parole de la Confédération paysanne",[]
2017-08-07,11:30,,"Entretien avec M. Bernard LANNES, Président de la Coordination Rurale",[]
2017-08-07,13:00,,Déjeuner avec le Premier ministre,[]
2017-08-07,15:00,,"Entretien avec M. Tony ESTANGUET, Co-Président du GIP 2024",[]
2017-08-08,09:00,,"Entretien avec M. Jean-Yves LE DRIAN, Ministre de l’Europe et des Affaires étrangères",[]
2017-08-08,11:00,,"Entretien avec le Général François LECOINTRE, Chef d’Etat-Major des Armées",[]
2017-08-08,12:00,,"Entretien avec Mme Florence PARLY, Ministre des Armées",[]
2017-08-08,18:00,,"Entretien avec M. Nicolas HULOT, Ministre de la Transition écologique et solidaire",[]
2017-08-08,20:30,,Dîner avec les membres du gouvernement,[]
2017-08-09,08:30,,Entretien avec le Premier ministre,[]
2017-08-09,09:00,,Conseil restreint de défense,[]
2017-08-09,10:00,,Conseil des ministres,"['Ordre du jour du Conseil des ministres du mercredi 9 août 2017', 'Compte-rendu du Conseil des ministres du mercredi 9 août 2017']"
2017-08-23,10:00,,Déplacement en République d’Autriche (Salzbourg),"['Communiqué - Déplacement Autriche Roumanie Bulgarie', ""Déclaration d'Emmanuel Macron au sommet de Salzbourg, Autriche."", 'Conférence de presse quadripartie lors du sommet de Salzbourg, Autriche']"
2017-08-24,10:00,,Déplacement en Roumanie (Bucarest),"[""Discours d'Emmanuel Macron à la communauté Française en Roumanie"", ""Conférence de presse conjointe d'Emmanuel Macron et de Klaus Iohannis, président de la Roumanie""]"
2017-08-25,10:00,,Déplacement en République de Bulgarie (Varna),"[""Déclaration conjointe d'Emmanuel Macron et de Roumen Radev, Président de la République de la Bulgarie"", ""Déclaration conjointe d'Emmanuel Macron et de Boïko Borissov, Premier ministre de Bulgarie""]"
2017-08-28,09:30,,Entretien avec le Premier ministre.,[]
2017-08-28,10:30,,"Séminaire de rentrée du Gouvernement, suivi d'un déjeuner.",[]
2017-08-28,14:00,,"Réunion de travail avec les chefs de gouvernement allemand, espagnol, italien, tchadien, nigérien, libyen et en présence de Mme Federica Mogherini, haute représentante de l'Union pour les affaires étrangères et la politique de sécurité.","[""Déclaration d'Emmanuel Macron lors du Mini-sommet euro-africain avec les chefs d'état et de gouvernement""]"
2017-08-29,09:45,,"Entretien avec M. Jean-Yves Le DRIAN, Ministre de l'Europe et des Affaires étrangères.",[]
2017-08-29,11:00,,Discours en ouverture de la Conférence des Ambassadeurs.,"[""Discours du Président de la République à l'ouverture de la conférence des Ambassadeurs""]"
2017-08-29,15:00,,"Entretien avec M. François VILLEROY de GALHAU, gouverneur de la Banque de France.",[]
2017-08-29,18:00,,"Rencontre avec les chefs de gouvernement luxembourgeois et belge, précédée d'un entretien avec LL. AA. RR le Grand-Duc et la Grande-Duchesse de Luxembourg, en présence de Mme Brigitte MACRON.","[""Déclaration conjointe - relever le défi de la migration et de l'Asile"", 'Conférence de presse au Luxembourg avec Xavier Bettel & Charles Michel']"
2017-08-30,08:00,,Entretien avec le Premier ministre.,[]
2017-08-30,08:30,,Conseil restreint de défense.,[]
2017-08-30,09:30,,"Entretien avec M. Sigmar Gabriel, Vice-chancelier de la République fédérale d’Allemagne.",[]
2017-08-30,10:00,,"Conseil des ministres en présence de M. Sigmar Gabriel, Vice-chancelier de la République fédérale d’Allemagne.","['Ordre du jour du Conseil des ministres du mercredi 30 août 2017', 'Compte-rendu du Conseil des ministres du mercredi 30 août 2017']"
2017-08-30,19:00,,"Entretien avec M. Peter MAURER, président du Comité international de la Croix-Rouge (CICR).",[]
2017-08-31,11:00,,"Entretien avec M. Gérard COLLOMB, ministre de l'Intérieur.",[]
2017-08-31,13:00,,"Déjeuner de travail avec M. Alassane OUATTARA, Président de la République de Côte d'Ivoire.","[""Déclaration conjointe d'Emmanuel Macron et de Alassane OUATTARA, Président de la République de Côte d'Ivoire""]"
2017-08-31,15:00,,"Entretien avec M. Thorbjorn JAGLAND, sécrétaire général du Conseil de l'Europe.","['Le Conseil de l’Europe a 70 ans : rencontre avec son Secrétaire général Thorbjørn Jagland', 'Communiqué de presse - Entretien avec le Secrétaire général du Conseil de l’Europe, M. Thorbjørn Jagland.']"
2017-08-31,17:00,,"Entretien avec Mme Florence PARLY, ministre des Armées.",[]
2017-08-31,18:00,,"Entretien avec M. Mark RUTTE, Premier ministre du Royaume des Pays-Bas.",[]
2017-08-31,21:00,,"Match France / Pays-Bas, en présence de M. Mark RUTTE, Premier ministre du Royaume des Pays-Bas",[]
2017-09-01,10:30,,"Entretien avec M. SAAD HARIRI, Président du Conseil des Ministres de la République libanaise.",['Conférence de presse conjointe entre le Président de la République et le Premier Ministre libanais']
2017-09-04,10:00,,Déplacement à l’occasion de la rentrée scolaire à Forbach (Moselle).,[]
2017-09-04,19:30,,Entretien avec le Premier ministre.,[]
2017-09-05,08:00,,"Entretien avec M. Jean-Yves LE DRIAN, ministre de l’Europe et des Affaires étrangères",[]
2017-09-05,09:00,,Réunion avec des ONG sur les thèmes du climat et de l’environnement.,[]
2017-09-05,11:00,,Discours devant le corps préfectoral.,"['Discours du Président de la République, Emmanuel Macron, aux Préfets le 5 septembre 2017']"
2017-09-05,12:30,,Déjeuner de travail avec les préfets de région.,[]
2017-09-05,15:00,,Entretien avec le bureau de l'association de la presse présidentielle.,[]
2017-09-06,08:30,,Entretien avec le Premier ministre.,[]
2017-09-06,09:00,,Conseil restreint de défense.,[]
2017-09-06,10:00,,Conseil des ministres.,"['Ordre du jour du Conseil des ministres du mercredi 6 septembre 2017', 'Compte-rendu du Conseil des ministres du mercredi 6 septembre 2017', 'Ordre du jour du Conseil des ministres du jeudi 14 septembre', 'Compte-rendu du Conseil des ministres du jeudi 14 septembre 2017']"
2017-09-06,15:00,,"Remise du rapport annuel sur la condition des militaires par M. Bernard PECHEUR, président du Haut Comité d'évaluation de la condition militaire (HCECM).",[]
2017-09-07,10:00,,Visite officielle en République hellénique avec Mme Brigitte MACRON (Athènes),"['Déclaration de presse du Président de la République en Grèce', ""Déclaration conjointe d'Emmanuel Macron et d'Aléxis Tsípras, Premier ministre de Grèce"", 'Discours du Président de la République, Emmanuel Macron, à la Pnyx, Athènes le jeudi 7 septembre 2017', ""Discours d'Emmanuel Macron à la communauté Française en Grèce""]"
2017-09-08,10:00,,Visite officielle en République hellénique avec Mme Brigitte MACRON (Athènes),[]
2017-09-08,20:00,,26èmes rencontres franco-allemandes à Evian (Haute-Savoie),[]
2017-09-09,10:45,,"Entretien avec M. Jean-Michel BLANQUER, ministre de l’Education nationale.",[]
2017-09-09,11:30,,"Entretien avec Mme Frédérique VIDAL, ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation.",[]
2017-09-11,10:00,,Déplacement en Haute-Garonne (Toulouse),[]
2017-09-11,18:30,,Entretien avec le Premier ministre.,[]
2017-09-12,10:00,,Déplacement à Saint-Martin et Saint-Barthélemy,[]
2017-09-13,10:00,,Déplacement à Saint-Martin et Saint-Barthélemy,[]
2017-09-14,14:30,,Entretien avec le Premier ministre.,[]
2017-09-14,15:00,,Conseil restreint de défense.,[]
2017-09-14,16:00,,Conseil des ministres.,[]
2017-09-14,18:00,,"Entretien avec Mme Nicole BELLOUBET, Garde des Sceaux, ministre de la Justice.",[]
2017-09-15,09:30,,Promulgation des projets de loi organique et ordinaire pour la confiance dans la vie politique.,[]
2017-09-15,10:00,,"Entretien avec Florence PARLY, Ministre des Armées, et Arnaud DANJEAN, Président du comité de rédaction de la revue stratégique du ministère des armées.",[]
2017-09-15,11:00,,"Entretien avec Nicolas HULOT, Ministre d’Etat, Ministre de la Transition Ecologique et Solidaire.",[]
2017-09-15,15:45,,"Entretien avec M. Tamin ben Hamad Al Thani, émir du Qatar.",[]
2017-09-15,17:00,,Réception en l’honneur des acteurs de la candidature de Paris aux Jeux Olympiques et Paralympiques de 2024.,['Discours du Président de la République adressé aux acteurs de la candidature de Paris aux Jeux Olympiques et Paralympiques de 2024.']
2017-09-15,18:00,,Rencontre avec la délégation chinoise des membres du Forum du BOAO.,[]
2017-09-16,10:00,,Déplacement à l’occasion des 34èmes journées européennes du patrimoine.,[]
2017-09-17,15:00,,Accueil des visiteurs du Palais de l’Elysée à l’occasion des 34èmes journées européennes du patrimoine.,[]
2017-09-18,09:00,,Entretien avec le Premier ministre.,[]
2017-09-18,10:00,,"Entretien avec M. Gérard COLLOMB, ministre de l’Intérieur.",[]
2017-09-18,14:00,,Déplacement à New York pour la 72ème Assemblée générale de l’Organisation des Nations Unies.,"[""Discours d'Emmanuel Macron devant la 72e Assemblée générale des Nations Unies"", ""Déclaration du Royaume-Uni, de la France et de l'Italie lors de la réunion de haut niveau sur la prévention de l'utilisation d'internet par les terroristes.""]"
2017-09-19,09:00,,Déplacement à New York pour la 72ème Assemblée générale de l’Organisation des Nations Unies.,[]
2017-09-20,09:00,,Déplacement à New York pour la 72ème Assemblée générale de l’Organisation des Nations Unies.,[]
2017-09-21,09:00,,Déplacement à Marseille dans le cadre de l’organisation des Jeux Olympiques en 2024.,"['Discours du Président de la République, Emmanuel Macron à la presse à Marseille, Ville Olympique']"
2017-09-22,08:30,,Entretien avec le Premier ministre.,[]
2017-09-22,09:00,,Conseil restreint de défense.,[]
2017-09-22,10:00,,Conseil des ministres.,"['Ordre du jour du Conseil des ministres du vendredi 22 septembre 2017', 'Compte-rendu du Conseil des Ministres du vendredi 22 septembre 2017']"
2017-09-22,15:00,,"Entretien avec M. Antonio TAJANI, Président du Parlement européen.",['Déclaration conjointe du Président français et du Président du Parlement Européen']
2017-09-22,16:00,,"Entretien avec M. Jean PISANI-FERRY, chargé d’une mission sur l’investissement public en France.",[]
2017-09-22,17:00,,Entretien avec le Chef d’état-major des armées François LECOINTRE.,[]
2017-09-22,18:00,,"Entretien avec M. Juha SIPILÄ, Premier ministre finlandais.","[""Déclaration conjointe d'Emmanuel Macron et de Juha sipilä, Premier ministre de Finlande""]"
2017-09-22,20:00,,"Discours à l’occasion du 500ème anniversaire de la Réforme protestante, Hôtel de Ville Paris.",[]
2017-09-25,09:00,,Rencontre avec les associations harkis à l’occasion de la journée nationale d’hommage aux harkis.,[]
2017-09-25,10:30,,"Entretien avec M. Gérard COLLOMB, Ministre de l’Intérieur.",[]
2017-09-25,11:30,,"Réunion ministérielle en présence du Premier ministre, de Mme Muriel PENICAUD, Ministre du Travail, de Mme Frédérique VIDAL, Ministre de l'Enseignement supérieur, de la Recherche et de l'Innovation, et de MM. Bruno LE MAIRE, Ministre de l’Economie et des Finances et Jean-Michel BLANQUER, Ministre de l’Education nationale.",[]
2017-09-25,13:30,,Déjeuner avec le Premier ministre.,[]
2017-09-25,15:00,,"Entretien avec M. Faustin-Archange TOUADERA, Président de la République centrafricaine.","['Déclaration conjointe du Président de la République, Emmanuel Macron, et de M. Faustin-Archange Touadera, Président de la République centrafricaine']"
2017-09-25,17:00,,"Visite d’Etat de M. Michel AOUN, Président de la République libanaise.","['Déclaration conjointe du Président de la République, Emmanuel Macron, et du Général Michel Aoun, Président de la République libanaise.']"
2017-09-26,09:30,,"Entretien avec Mme Agnès BUZYN, Ministre des Solidarités et de la Santé.",[]
2017-09-26,15:00,,Discours sur l’Europe. Grand amphithéâtre de la Sorbonne,"['Point d’étape de l’initiative de la Sorbonne', ""Initiative pour l'Europe - Discours d'Emmanuel Macron pour une Europe souveraine, unie, démocratique."", ""Communiqué de presse - Initiative pour l'Europe"", 'Un an après l’initiative de la Sorbonne']"
2017-09-26,18:30,,"Entretien avec M. François de RUGY, Président de l’Assemblée nationale.",[]
2017-09-26,19:30,,"Entretien avec M. Jean-Yves LE DRIAN, Ministre de l'Europe et des Affaires étrangères",[]
2017-09-27,08:30,,Entretien avec le Premier ministre.,[]
2017-09-27,09:00,,Conseil restreint de défense.,[]
2017-09-27,10:00,,Conseil des ministres.,[]
2017-09-27,13:00,,Déjeuner des Grands Chefs.,"[""Discours du Président de la République déjeuner des grands chefs concours mondial de la gastronomie le Bocuse d'Or""]"
2017-09-27,15:00,,34ème Sommet franco-italien. Lyon,"['Compte-rendu du 34ème sommet franco-italien du mercredi 27 septembre 2017 à Lyon.', 'Déclaration conjointe du Président de la République, Emmanuel Macron, et de Paolo Gentiloni, Président du conseil des ministres de la république italienne']"
2017-09-28,09:00,,Déplacement sur le thème de la sécurité. Rhône,[]
